,Energy_Delta,temp,pressure,humidity,wind_speed,clouds_all,SunlightTime/daylength,weather_type,hour,month
43768,586,18.6,1009,89,2.4,43,0.16,2,5,7
43769,552,18.6,1009,89,2.4,43,0.17,2,5,7
43770,577,19.8,1009,86,2.2,8,0.19,1,6,7
43771,805,19.8,1009,86,2.2,8,0.21,1,6,7
43772,1260,19.8,1009,86,2.2,8,0.22,1,6,7
43773,1309,19.8,1009,86,2.2,8,0.24,1,6,7
43774,1344,22.6,1009,80,1.8,12,0.25,2,7,7
43775,1880,22.6,1009,80,1.8,12,0.27,2,7,7
43776,1585,22.6,1009,80,1.8,12,0.29,2,7,7
43777,2172,22.6,1009,80,1.8,12,0.3,2,7,7
43778,2802,24.4,1009,73,1.8,13,0.32,2,8,7
43779,1933,24.4,1009,73,1.8,13,0.33,2,8,7
43780,2285,24.4,1009,73,1.8,13,0.35,2,8,7
43781,2114,24.4,1009,73,1.8,13,0.37,2,8,7
43782,2062,25.4,1009,67,1.7,8,0.38,1,9,7
43783,2042,25.4,1009,67,1.7,8,0.4,1,9,7
43784,2520,25.4,1009,67,1.7,8,0.41,1,9,7
43785,3090,25.4,1009,67,1.7,8,0.43,1,9,7
43786,3508,27.0,1009,61,2.8,67,0.44,3,10,7
43787,3781,27.0,1009,61,2.8,67,0.46,3,10,7
43788,3459,27.0,1009,61,2.8,67,0.48,3,10,7
43789,2705,27.0,1009,61,2.8,67,0.49,3,10,7
43790,3683,27.6,1009,56,2.9,64,0.51,3,11,7
43791,3567,27.6,1009,56,2.9,64,0.52,3,11,7
43792,3632,27.6,1009,56,2.9,64,0.54,3,11,7
43793,3680,27.6,1009,56,2.9,64,0.56,3,11,7
43794,3048,28.7,1009,55,3.4,44,0.57,2,12,7
43795,2395,28.7,1009,55,3.4,44,0.59,2,12,7
43796,2752,28.7,1009,55,3.4,44,0.6,2,12,7
43797,3332,28.7,1009,55,3.4,44,0.62,2,12,7
43798,3178,28.6,1009,52,4.8,74,0.63,5,13,7
43799,2702,28.6,1009,52,4.8,74,0.65,5,13,7
43800,2957,28.6,1009,52,4.8,74,0.67,5,13,7
43801,2815,28.6,1009,52,4.8,74,0.68,5,13,7
43802,2616,27.2,1009,59,4.1,67,0.7,3,14,7
43803,2281,27.2,1009,59,4.1,67,0.71,3,14,7
43804,1152,27.2,1009,59,4.1,67,0.73,3,14,7
43805,955,27.2,1009,59,4.1,67,0.75,3,14,7
43806,866,26.2,1009,60,3.8,73,0.76,3,15,7
43807,1560,26.2,1009,60,3.8,73,0.78,3,15,7
43808,1384,26.2,1009,60,3.8,73,0.79,3,15,7
43809,877,26.2,1009,60,3.8,73,0.81,3,15,7
43810,434,25.2,1009,60,3.9,63,0.83,3,16,7
43811,496,25.2,1009,60,3.9,63,0.84,3,16,7
43812,358,25.2,1009,60,3.9,63,0.86,3,16,7
43813,216,25.2,1009,60,3.9,63,0.87,3,16,7
43814,258,22.9,1010,62,4.2,44,0.89,2,17,7
43815,280,22.9,1010,62,4.2,44,0.9,2,17,7
43816,263,22.9,1010,62,4.2,44,0.92,2,17,7
43817,237,22.9,1010,62,4.2,44,0.94,2,17,7
43818,175,21.6,1010,64,4.0,43,0.95,2,18,7
43819,60,21.6,1010,64,4.0,43,0.97,2,18,7
43820,3,21.6,1010,64,4.0,43,0.98,2,18,7
43821,20,16.0,1014,84,3.2,98,0.06,5,4,7
43822,24,16.0,1014,84,3.2,98,0.08,5,4,7
43823,68,16.0,1014,84,3.2,98,0.1,5,4,7
43824,78,16.0,1014,84,3.2,98,0.11,5,4,7
43825,53,15.4,1014,85,3.1,95,0.13,5,5,7
43826,115,15.4,1014,85,3.1,95,0.14,5,5,7
43827,218,15.4,1014,85,3.1,95,0.16,5,5,7
43828,279,15.4,1014,85,3.1,95,0.17,5,5,7
43829,404,16.0,1015,87,3.7,74,0.19,5,6,7
43830,498,16.0,1015,87,3.7,74,0.21,5,6,7
43831,535,16.0,1015,87,3.7,74,0.22,5,6,7
43832,985,16.0,1015,87,3.7,74,0.24,5,6,7
43833,1022,16.8,1015,85,3.9,80,0.25,5,7,7
43834,847,16.8,1015,85,3.9,80,0.27,5,7,7
43835,2279,16.8,1015,85,3.9,80,0.29,5,7,7
43836,1688,16.8,1015,85,3.9,80,0.3,5,7,7
43837,2130,17.8,1015,82,3.3,98,0.32,4,8,7
43838,1858,17.8,1015,82,3.3,98,0.33,4,8,7
43839,2888,17.8,1015,82,3.3,98,0.35,4,8,7
43840,3274,17.8,1015,82,3.3,98,0.37,4,8,7
43841,2994,18.8,1015,82,2.6,93,0.38,5,9,7
43842,2352,18.8,1015,82,2.6,93,0.4,5,9,7
43843,2114,18.8,1015,82,2.6,93,0.41,5,9,7
43844,1353,18.8,1015,82,2.6,93,0.43,5,9,7
43845,1267,19.8,1015,70,2.1,100,0.44,5,10,7
43846,1731,19.8,1015,70,2.1,100,0.46,5,10,7
43847,2103,19.8,1015,70,2.1,100,0.48,5,10,7
43848,2568,19.8,1015,70,2.1,100,0.49,5,10,7
43849,1885,21.9,1015,68,1.7,99,0.51,4,11,7
43850,1588,21.9,1015,68,1.7,99,0.52,4,11,7
43851,3505,21.9,1015,68,1.7,99,0.54,4,11,7
43852,3188,21.9,1015,68,1.7,99,0.56,4,11,7
43853,1272,21.8,1015,65,1.3,99,0.57,5,12,7
43854,2728,21.8,1015,65,1.3,99,0.59,5,12,7
43855,2145,21.8,1015,65,1.3,99,0.6,5,12,7
43856,2850,21.8,1015,65,1.3,99,0.62,5,12,7
43857,2152,22.1,1015,65,1.2,99,0.63,5,13,7
43858,1528,22.1,1015,65,1.2,99,0.65,5,13,7
43859,1319,22.1,1015,65,1.2,99,0.67,5,13,7
43860,1221,22.1,1015,65,1.2,99,0.68,5,13,7
43861,1397,23.0,1015,67,0.3,96,0.7,4,14,7
43862,1102,23.0,1015,67,0.3,96,0.71,4,14,7
43863,1168,23.0,1015,67,0.3,96,0.73,4,14,7
43864,1368,23.0,1015,67,0.3,96,0.75,4,14,7
43865,1064,22.9,1014,69,0.5,99,0.76,5,15,7
43866,647,22.9,1014,69,0.5,99,0.78,5,15,7
43867,780,22.9,1014,69,0.5,99,0.79,5,15,7
43868,542,22.9,1014,69,0.5,99,0.81,5,15,7
43869,467,22.3,1014,72,1.0,98,0.83,4,16,7
43870,289,22.3,1014,72,1.0,98,0.84,4,16,7
43871,146,22.3,1014,72,1.0,98,0.86,4,16,7
43872,283,22.3,1014,72,1.0,98,0.87,4,16,7
43873,335,20.8,1014,73,1.3,99,0.89,4,17,7
43874,170,20.8,1014,73,1.3,99,0.9,4,17,7
43875,111,20.8,1014,73,1.3,99,0.92,4,17,7
43876,51,20.8,1014,73,1.3,99,0.94,4,17,7
43877,38,19.9,1015,74,1.5,97,0.95,4,18,7
43878,14,19.9,1015,74,1.5,97,0.97,4,18,7
43879,25,14.9,1016,96,0.8,5,0.05,5,3,8
43880,64,14.4,1016,97,1.4,51,0.06,5,4,8
43881,86,14.4,1016,97,1.4,51,0.08,5,4,8
43882,169,14.4,1016,97,1.4,51,0.1,5,4,8
43883,211,14.4,1016,97,1.4,51,0.11,5,4,8
43884,277,15.2,1016,98,0.9,53,0.13,5,5,8
43885,493,15.2,1016,98,0.9,53,0.14,5,5,8
43886,414,15.2,1016,98,0.9,53,0.16,5,5,8
43887,364,15.2,1016,98,0.9,53,0.17,5,5,8
43888,384,15.4,1017,97,1.4,41,0.19,5,6,8
43889,221,15.4,1017,97,1.4,41,0.21,5,6,8
43890,400,15.4,1017,97,1.4,41,0.22,5,6,8
43891,299,15.4,1017,97,1.4,41,0.24,5,6,8
43892,225,16.4,1016,97,2.1,36,0.25,2,7,8
43893,857,16.4,1016,97,2.1,36,0.27,2,7,8
43894,766,16.4,1016,97,2.1,36,0.29,2,7,8
43895,1167,16.4,1016,97,2.1,36,0.3,2,7,8
43896,1027,17.3,1016,94,2.4,25,0.32,2,8,8
43897,904,17.3,1016,94,2.4,25,0.33,2,8,8
43898,2604,17.3,1016,94,2.4,25,0.35,2,8,8
43899,601,17.3,1016,94,2.4,25,0.37,2,8,8
43900,1354,18.2,1016,92,2.6,65,0.38,3,9,8
43901,280,18.2,1016,92,2.6,65,0.4,3,9,8
43902,468,18.2,1016,92,2.6,65,0.41,3,9,8
43903,1253,18.2,1016,92,2.6,65,0.43,3,9,8
43904,1677,19.0,1016,77,2.8,64,0.44,5,10,8
43905,1931,19.0,1016,77,2.8,64,0.46,5,10,8
43906,965,19.0,1016,77,2.8,64,0.48,5,10,8
43907,920,19.0,1016,77,2.8,64,0.49,5,10,8
43908,1794,19.6,1016,75,3.0,92,0.51,5,11,8
43909,2220,19.6,1016,75,3.0,92,0.52,5,11,8
43910,2921,19.6,1016,75,3.0,92,0.54,5,11,8
43911,2755,19.6,1016,75,3.0,92,0.56,5,11,8
43912,2833,20.3,1016,81,3.0,87,0.57,5,12,8
43913,3499,20.3,1016,81,3.0,87,0.59,5,12,8
43914,3524,20.3,1016,81,3.0,87,0.6,5,12,8
43915,1378,20.3,1016,81,3.0,87,0.62,5,12,8
43916,2315,21.0,1016,80,3.4,83,0.63,5,13,8
43917,1763,21.0,1016,80,3.4,83,0.65,5,13,8
43918,3121,21.0,1016,80,3.4,83,0.67,5,13,8
43919,1430,21.0,1016,80,3.4,83,0.68,5,13,8
43920,1420,20.0,1016,76,3.4,84,0.7,5,14,8
43921,1539,20.0,1016,76,3.4,84,0.71,5,14,8
43922,1304,20.0,1016,76,3.4,84,0.73,5,14,8
43923,1368,20.0,1016,76,3.4,84,0.75,5,14,8
43924,1954,20.2,1016,73,2.9,74,0.76,3,15,8
43925,1486,20.2,1016,73,2.9,74,0.78,3,15,8
43926,1196,20.2,1016,73,2.9,74,0.79,3,15,8
43927,743,20.2,1016,73,2.9,74,0.81,3,15,8
43928,605,20.2,1016,72,2.6,74,0.83,3,16,8
43929,465,20.2,1016,72,2.6,74,0.84,3,16,8
43930,325,20.2,1016,72,2.6,74,0.86,3,16,8
43931,193,20.2,1016,72,2.6,74,0.87,3,16,8
43932,186,18.7,1016,72,2.5,89,0.89,4,17,8
43933,238,18.7,1016,72,2.5,89,0.9,4,17,8
43934,196,18.7,1016,72,2.5,89,0.92,4,17,8
43935,129,18.7,1016,72,2.5,89,0.94,4,17,8
43936,92,17.5,1015,75,2.2,82,0.95,3,18,8
43937,58,17.5,1015,75,2.2,82,0.97,3,18,8
43938,16,17.5,1015,75,2.2,82,0.98,3,18,8
43939,1,11.3,1016,99,1.3,47,0.02,2,3,8
43940,27,11.3,1016,99,1.3,47,0.03,2,3,8
43941,48,11.3,1016,99,1.3,47,0.05,2,3,8
43942,88,11.7,1015,98,1.5,29,0.06,2,4,8
43943,135,11.7,1015,98,1.5,29,0.08,2,4,8
43944,129,11.7,1015,98,1.5,29,0.1,2,4,8
43945,176,11.7,1015,98,1.5,29,0.11,2,4,8
43946,259,12.9,1016,95,1.2,66,0.13,3,5,8
43947,295,12.9,1016,95,1.2,66,0.14,3,5,8
43948,332,12.9,1016,95,1.2,66,0.16,3,5,8
43949,394,12.9,1016,95,1.2,66,0.17,3,5,8
43950,606,15.0,1016,90,1.7,84,0.19,3,6,8
43951,988,15.0,1016,90,1.7,84,0.21,3,6,8
43952,1123,15.0,1016,90,1.7,84,0.22,3,6,8
43953,1450,15.0,1016,90,1.7,84,0.24,3,6,8
43954,1424,17.1,1016,85,2.0,82,0.25,3,7,8
43955,1674,17.1,1016,85,2.0,82,0.27,3,7,8
43956,1322,17.1,1016,85,2.0,82,0.29,3,7,8
43957,985,17.1,1016,85,2.0,82,0.3,3,7,8
43958,1595,18.4,1015,77,2.0,86,0.33,4,8,8
43959,2195,18.4,1015,77,2.0,86,0.35,4,8,8
43960,1919,18.4,1015,77,2.0,86,0.37,4,8,8
43961,2328,18.2,1016,71,1.7,80,0.38,3,9,8
43962,1733,18.2,1016,71,1.7,80,0.4,3,9,8
43963,2895,18.2,1016,71,1.7,80,0.41,3,9,8
43964,1851,18.2,1016,71,1.7,80,0.43,3,9,8
43965,2787,18.8,1015,70,1.1,62,0.44,3,10,8
43966,2350,18.8,1015,70,1.1,62,0.46,3,10,8
43967,1751,18.8,1015,70,1.1,62,0.48,3,10,8
43968,789,18.8,1015,70,1.1,62,0.49,3,10,8
43969,1124,19.3,1015,67,1.8,61,0.51,5,11,8
43970,1202,19.3,1015,67,1.8,61,0.52,5,11,8
43971,1238,19.3,1015,67,1.8,61,0.54,5,11,8
43972,1276,19.3,1015,67,1.8,61,0.56,5,11,8
43973,1257,19.3,1015,66,1.8,51,0.57,3,12,8
43974,1161,19.3,1015,66,1.8,51,0.59,3,12,8
43975,1418,19.3,1015,66,1.8,51,0.6,3,12,8
43976,1390,19.3,1015,66,1.8,51,0.62,3,12,8
43977,3752,20.0,1015,64,1.8,59,0.63,3,13,8
43978,3355,20.0,1015,64,1.8,59,0.65,3,13,8
43979,3122,20.0,1015,64,1.8,59,0.67,3,13,8
43980,2716,20.0,1015,64,1.8,59,0.68,3,13,8
43981,2714,21.0,1014,64,2.2,55,0.7,3,14,8
43982,2271,21.0,1014,64,2.2,55,0.71,3,14,8
43983,1853,21.0,1014,64,2.2,55,0.73,3,14,8
43984,1538,21.0,1014,64,2.2,55,0.75,3,14,8
43985,1421,21.3,1014,61,2.4,63,0.76,3,15,8
43986,1238,21.3,1014,61,2.4,63,0.78,3,15,8
43987,1292,21.3,1014,61,2.4,63,0.79,3,15,8
43988,730,21.3,1014,61,2.4,63,0.81,3,15,8
43989,956,21.6,1014,62,2.4,57,0.83,3,16,8
43990,672,21.6,1014,62,2.4,57,0.84,3,16,8
43991,595,21.6,1014,62,2.4,57,0.86,3,16,8
43992,442,21.6,1014,62,2.4,57,0.87,3,16,8
43993,296,21.1,1013,62,2.2,59,0.89,3,17,8
43994,241,21.1,1013,62,2.2,59,0.9,3,17,8
43995,192,21.1,1013,62,2.2,59,0.92,3,17,8
43996,157,21.1,1013,62,2.2,59,0.94,3,17,8
43997,100,19.9,1013,69,1.6,72,0.95,3,18,8
43998,50,19.9,1013,69,1.6,72,0.97,3,18,8
43999,19,19.9,1013,69,1.6,72,0.98,3,18,8
44000,31,10.6,1013,99,1.9,71,0.03,3,3,8
44001,61,10.6,1013,99,1.9,71,0.05,3,3,8
44002,106,10.4,1013,100,1.3,57,0.06,3,4,8
44003,155,10.4,1013,100,1.3,57,0.08,3,4,8
44004,208,10.4,1013,100,1.3,57,0.1,3,4,8
44005,282,10.4,1013,100,1.3,57,0.11,3,4,8
44006,367,11.5,1013,97,1.4,46,0.13,2,5,8
44007,459,11.5,1013,97,1.4,46,0.14,2,5,8
44008,551,11.5,1013,97,1.4,46,0.16,2,5,8
44009,578,11.5,1013,97,1.4,46,0.17,2,5,8
44010,530,13.5,1013,89,1.4,29,0.19,2,6,8
44011,663,13.5,1013,89,1.4,29,0.21,2,6,8
44012,895,13.5,1013,89,1.4,29,0.22,2,6,8
44013,1272,13.5,1013,89,1.4,29,0.24,2,6,8
44014,1550,16.9,1014,83,1.8,13,0.25,2,7,8
44015,1897,16.9,1014,83,1.8,13,0.27,2,7,8
44016,2197,16.9,1014,83,1.8,13,0.29,2,7,8
44017,2273,16.9,1014,83,1.8,13,0.3,2,7,8
44018,2878,19.1,1014,78,2.1,14,0.32,2,8,8
44019,3208,19.1,1014,78,2.1,14,0.33,2,8,8
44020,3316,19.1,1014,78,2.1,14,0.35,2,8,8
44021,3506,19.1,1014,78,2.1,14,0.37,2,8,8
44022,3189,21.3,1014,69,2.5,18,0.38,2,9,8
44023,3752,21.3,1014,69,2.5,18,0.4,2,9,8
44024,3783,21.3,1014,69,2.5,18,0.41,2,9,8
44025,3832,21.3,1014,69,2.5,18,0.43,2,9,8
44026,3869,22.6,1014,61,2.1,9,0.44,1,10,8
44027,3911,22.6,1014,61,2.1,9,0.46,1,10,8
44028,3967,22.6,1014,61,2.1,9,0.48,1,10,8
44029,3964,22.6,1014,61,2.1,9,0.49,1,10,8
44030,3933,22.2,1014,58,2.7,14,0.51,2,11,8
44031,3783,22.2,1014,58,2.7,14,0.52,2,11,8
44032,3506,22.2,1014,58,2.7,14,0.54,2,11,8
44033,2310,22.2,1014,58,2.7,14,0.56,2,11,8
44034,3085,22.7,1014,53,3.3,10,0.57,1,12,8
44035,3880,22.7,1014,53,3.3,10,0.59,1,12,8
44036,2466,22.7,1014,53,3.3,10,0.6,1,12,8
44037,2095,22.7,1014,53,3.3,10,0.62,1,12,8
44038,839,21.7,1014,52,3.9,12,0.63,2,13,8
44039,1343,21.7,1014,52,3.9,12,0.65,2,13,8
44040,595,21.7,1014,52,3.9,12,0.67,2,13,8
44041,359,21.7,1014,52,3.9,12,0.68,2,13,8
44042,599,24.1,1014,51,3.5,10,0.7,1,14,8
44043,694,24.1,1014,51,3.5,10,0.71,1,14,8
44044,851,24.1,1014,51,3.5,10,0.73,1,14,8
44045,2139,24.1,1014,51,3.5,10,0.75,1,14,8
44046,1905,24.1,1014,56,3.5,17,0.76,5,15,8
44047,1411,24.1,1014,56,3.5,17,0.78,5,15,8
44048,509,24.1,1014,56,3.5,17,0.79,5,15,8
44049,870,24.1,1014,56,3.5,17,0.81,5,15,8
44050,569,23.8,1014,58,3.6,45,0.83,2,16,8
44051,622,23.8,1014,58,3.6,45,0.84,2,16,8
44052,500,23.8,1014,58,3.6,45,0.86,2,16,8
44053,324,23.8,1014,58,3.6,45,0.87,2,16,8
44054,201,22.6,1014,60,3.5,24,0.89,2,17,8
44055,173,22.6,1014,60,3.5,24,0.9,2,17,8
44056,140,22.6,1014,60,3.5,24,0.92,2,17,8
44057,108,22.6,1014,60,3.5,24,0.94,2,17,8
44058,75,21.2,1014,66,2.7,9,0.95,1,18,8
44059,44,21.2,1014,66,2.7,9,0.97,1,18,8
44060,16,21.2,1014,66,2.7,9,0.98,1,18,8
44061,33,11.6,1014,93,2.0,1,0.05,1,3,8
44062,72,11.6,1014,93,2.2,4,0.06,1,4,8
44063,111,11.6,1014,93,2.2,4,0.08,1,4,8
44064,146,11.6,1014,93,2.2,4,0.1,1,4,8
44065,207,11.6,1014,93,2.2,4,0.11,1,4,8
44066,239,14.3,1015,91,2.5,11,0.13,2,5,8
44067,271,14.3,1015,91,2.5,11,0.15,2,5,8
44068,303,14.3,1015,91,2.5,11,0.16,2,5,8
44069,330,14.3,1015,91,2.5,11,0.18,2,5,8
44070,436,17.4,1015,87,2.5,10,0.19,1,6,8
44071,640,17.4,1015,87,2.5,10,0.21,1,6,8
44072,831,17.4,1015,87,2.5,10,0.23,1,6,8
44073,1217,17.4,1015,87,2.5,10,0.24,1,6,8
44074,1557,19.6,1015,80,2.8,13,0.26,2,7,8
44075,1899,19.6,1015,80,2.8,13,0.27,2,7,8
44076,2144,19.6,1015,80,2.8,13,0.29,2,7,8
44077,2349,19.6,1015,80,2.8,13,0.31,2,7,8
44078,2815,21.4,1015,71,3.2,11,0.32,2,8,8
44079,3169,21.4,1015,71,3.2,11,0.34,2,8,8
44080,2649,21.4,1015,71,3.2,11,0.35,2,8,8
44081,3411,21.4,1015,71,3.2,11,0.37,2,8,8
44082,3884,22.7,1015,63,3.4,25,0.39,2,9,8
44083,2681,22.7,1015,63,3.4,25,0.4,2,9,8
44084,2533,22.7,1015,63,3.4,25,0.42,2,9,8
44085,4097,22.7,1015,63,3.4,25,0.44,2,9,8
44086,1892,23.0,1015,64,3.9,41,0.45,2,10,8
44087,621,23.0,1015,64,3.9,41,0.47,2,10,8
44088,772,23.0,1015,64,3.9,41,0.48,2,10,8
44089,1100,23.0,1015,64,3.9,41,0.5,2,10,8
44090,2595,22.0,1015,66,3.9,36,0.52,2,11,8
44091,4065,22.0,1015,66,3.9,36,0.53,2,11,8
44092,2669,22.0,1015,66,3.9,36,0.55,2,11,8
44093,3517,22.0,1015,66,3.9,36,0.56,2,11,8
44094,3335,20.1,1015,69,3.8,54,0.58,3,12,8
44095,3780,20.1,1015,69,3.8,54,0.6,3,12,8
44096,3172,20.1,1015,69,3.8,54,0.61,3,12,8
44097,3671,20.1,1015,69,3.8,54,0.63,3,12,8
44098,2040,20.2,1014,65,3.8,54,0.65,5,13,8
44099,1472,20.2,1014,65,3.8,54,0.66,5,13,8
44100,854,20.2,1014,65,3.8,54,0.68,5,13,8
44101,1242,20.2,1014,65,3.8,54,0.69,5,13,8
44102,964,21.1,1014,69,3.9,62,0.71,5,14,8
44103,965,21.1,1014,69,3.9,62,0.73,5,14,8
44104,1370,21.1,1014,69,3.9,62,0.74,5,14,8
44105,664,21.1,1014,69,3.9,62,0.76,5,14,8
44106,417,21.4,1014,69,3.6,59,0.77,5,15,8
44107,204,21.4,1014,69,3.6,59,0.79,5,15,8
44108,191,21.4,1014,69,3.6,59,0.81,5,15,8
44109,298,21.4,1014,69,3.6,59,0.82,5,15,8
44110,309,21.5,1014,72,3.5,59,0.84,5,16,8
44111,187,21.5,1014,72,3.5,59,0.85,5,16,8
44112,374,21.5,1014,72,3.5,59,0.87,5,16,8
44113,515,21.5,1014,72,3.5,59,0.89,5,16,8
44114,376,20.3,1014,72,2.9,60,0.9,5,17,8
44115,229,20.3,1014,72,2.9,60,0.92,5,17,8
44116,170,20.3,1014,72,2.9,60,0.94,5,17,8
44117,114,20.3,1014,72,2.9,60,0.95,5,17,8
44118,62,20.2,1014,76,1.9,58,0.97,5,18,8
44119,36,20.2,1014,76,1.9,58,0.98,5,18,8
44120,11,20.2,1014,76,1.9,58,1.0,5,18,8
44121,20,13.7,1014,96,1.8,88,0.06,4,4,8
44122,43,13.7,1014,96,1.8,88,0.08,4,4,8
44123,104,13.7,1014,96,1.8,88,0.1,4,4,8
44124,213,13.7,1014,96,1.8,88,0.11,4,4,8
44125,236,14.8,1014,93,2.0,97,0.13,4,5,8
44126,338,14.8,1014,93,2.0,97,0.15,4,5,8
44127,439,14.8,1014,93,2.0,97,0.16,4,5,8
44128,573,14.8,1014,93,2.0,97,0.18,4,5,8
44129,475,17.1,1013,86,1.6,94,0.19,4,6,8
44130,708,17.1,1013,86,1.6,94,0.21,4,6,8
44131,1181,17.1,1013,86,1.6,94,0.23,4,6,8
44132,1157,17.1,1013,86,1.6,94,0.24,4,6,8
44133,1299,19.3,1013,75,2.0,92,0.26,4,7,8
44134,1778,19.3,1013,75,2.0,92,0.27,4,7,8
44135,1803,19.3,1013,75,2.0,92,0.29,4,7,8
44136,1340,19.3,1013,75,2.0,92,0.31,4,7,8
44137,2559,20.7,1013,63,2.7,96,0.32,4,8,8
44138,3166,20.7,1013,63,2.7,96,0.34,4,8,8
44139,2111,20.7,1013,63,2.7,96,0.35,4,8,8
44140,3418,20.7,1013,63,2.7,96,0.37,4,8,8
44141,2583,21.6,1013,57,2.6,86,0.39,4,9,8
44142,1090,21.6,1013,57,2.6,86,0.4,4,9,8
44143,1334,21.6,1013,57,2.6,86,0.42,4,9,8
44144,798,21.6,1013,57,2.6,86,0.44,4,9,8
44145,1028,21.4,1012,57,2.1,88,0.45,4,10,8
44146,1715,21.4,1012,57,2.1,88,0.47,4,10,8
44147,1067,21.4,1012,57,2.1,88,0.48,4,10,8
44148,1006,21.4,1012,57,2.1,88,0.5,4,10,8
44149,2426,22.3,1012,54,1.7,96,0.52,4,11,8
44150,2487,22.3,1012,54,1.7,96,0.53,4,11,8
44151,2432,22.3,1012,54,1.7,96,0.55,4,11,8
44152,2945,22.3,1012,54,1.7,96,0.56,4,11,8
44153,2146,22.6,1012,53,1.3,98,0.58,4,12,8
44154,3089,22.6,1012,53,1.3,98,0.6,4,12,8
44155,2274,22.6,1012,53,1.3,98,0.61,4,12,8
44156,2593,22.6,1012,53,1.3,98,0.63,4,12,8
44157,1692,23.3,1011,55,0.7,100,0.65,4,13,8
44158,1105,23.3,1011,55,0.7,100,0.66,4,13,8
44159,1363,23.3,1011,55,0.7,100,0.68,4,13,8
44160,1285,23.3,1011,55,0.7,100,0.69,4,13,8
44161,1894,23.5,1011,53,1.1,96,0.71,4,14,8
44162,1700,23.5,1011,53,1.1,96,0.73,4,14,8
44163,1050,23.5,1011,53,1.1,96,0.74,4,14,8
44164,635,23.5,1011,53,1.1,96,0.76,4,14,8
44165,506,23.6,1011,49,1.4,97,0.77,4,15,8
44166,424,23.6,1011,49,1.4,97,0.79,4,15,8
44167,570,23.6,1011,49,1.4,97,0.81,4,15,8
44168,613,23.6,1011,49,1.4,97,0.82,4,15,8
44169,593,23.5,1010,49,1.8,88,0.84,4,16,8
44170,432,23.5,1010,49,1.8,88,0.85,4,16,8
44171,406,23.5,1010,49,1.8,88,0.87,4,16,8
44172,366,23.5,1010,49,1.8,88,0.89,4,16,8
44173,477,23.1,1010,53,2.0,97,0.9,4,17,8
44174,311,23.1,1010,53,2.0,97,0.92,4,17,8
44175,193,23.1,1010,53,2.0,97,0.94,4,17,8
44176,180,23.1,1010,53,2.0,97,0.95,4,17,8
44177,78,21.7,1010,59,1.9,99,0.97,4,18,8
44178,35,21.7,1010,59,1.9,99,0.98,4,18,8
44179,10,21.7,1010,59,1.9,99,1.0,4,18,8
44180,33,15.8,1009,92,2.1,17,0.05,2,3,8
44181,72,15.8,1009,93,2.0,35,0.06,2,4,8
44182,109,15.8,1009,93,2.0,35,0.08,2,4,8
44183,166,15.8,1009,93,2.0,35,0.1,2,4,8
44184,218,15.8,1009,93,2.0,35,0.11,2,4,8
44185,280,17.0,1009,89,2.6,71,0.13,3,5,8
44186,362,17.0,1009,89,2.6,71,0.15,3,5,8
44187,448,17.0,1009,89,2.6,71,0.16,3,5,8
44188,437,17.0,1009,89,2.6,71,0.18,3,5,8
44189,473,18.9,1009,84,2.8,85,0.19,4,6,8
44190,694,18.9,1009,84,2.8,85,0.21,4,6,8
44191,931,18.9,1009,84,2.8,85,0.23,4,6,8
44192,1145,18.9,1009,84,2.8,85,0.24,4,6,8
44193,1445,20.9,1009,77,3.3,98,0.26,4,7,8
44194,1863,20.9,1009,77,3.3,98,0.27,4,7,8
44195,2036,20.9,1009,77,3.3,98,0.29,4,7,8
44196,2227,20.9,1009,77,3.3,98,0.31,4,7,8
44197,2727,22.8,1009,70,3.8,95,0.32,4,8,8
44198,2274,22.8,1009,70,3.8,95,0.34,4,8,8
44199,2709,22.8,1009,70,3.8,95,0.35,4,8,8
44200,2366,22.8,1009,70,3.8,95,0.37,4,8,8
44201,3252,24.1,1009,63,4.3,67,0.39,3,9,8
44202,3157,24.1,1009,63,4.3,67,0.4,3,9,8
44203,2665,24.1,1009,63,4.3,67,0.42,3,9,8
44204,2356,24.1,1009,63,4.3,67,0.44,3,9,8
44205,3130,24.6,1009,57,3.8,65,0.45,3,10,8
44206,2992,24.6,1009,57,3.8,65,0.47,3,10,8
44207,3596,24.6,1009,57,3.8,65,0.48,3,10,8
44208,3722,24.6,1009,57,3.8,65,0.5,3,10,8
44209,2678,25.0,1009,57,4.0,99,0.52,4,11,8
44210,1913,25.0,1009,57,4.0,99,0.53,4,11,8
44211,2277,25.0,1009,57,4.0,99,0.55,4,11,8
44212,1591,25.0,1009,57,4.0,99,0.56,4,11,8
44213,3485,24.1,1008,57,3.9,99,0.58,5,12,8
44214,2002,24.1,1008,57,3.9,99,0.6,5,12,8
44215,1813,24.1,1008,57,3.9,99,0.61,5,12,8
44216,876,24.1,1008,57,3.9,99,0.63,5,12,8
44217,508,24.2,1008,63,4.0,98,0.65,5,13,8
44218,212,24.2,1008,63,4.0,98,0.66,5,13,8
44219,91,24.2,1008,63,4.0,98,0.68,5,13,8
44220,65,24.2,1008,63,4.0,98,0.69,5,13,8
44221,95,19.8,1009,64,4.0,95,0.73,4,14,8
44222,423,19.8,1009,64,4.0,95,0.74,4,14,8
44223,162,19.8,1009,64,4.0,95,0.76,4,14,8
